MovieName,Genre,Rating,Director,Actor,PeopleVote,Year,Hero_Rating,movie_rating,content_rating,link
Mouna Guru,Action,7.7,Santha Kumar,Arulnithi,746,2011.0,8.0,8.0,7.9,https://www.imdb.com/find/?q=MounaGuru
7 Aum Arivu,Action,6.2,A.R. Murugadoss,Suriya,9479,2011.0,9.0,9.0,8.066666667,https://www.imdb.com/find/?q=7AumArivu
Vaagai Sooda Vaa,Comedy,8.0,A. Sarkunam,Vimal,14522,2011.0,8.0,7.0,7.666666667,https://www.imdb.com/find/?q=VaagaiSoodaVaa
Mankatha,Action,7.6,Venkat Prabhu,Ajith Kumar,12276,2011.0,6.0,8.0,7.2,https://www.imdb.com/find/?q=Mankatha
Kanchana: Muni 2,Comedy,6.5,Lawrence Raghavendra,Lawrence Raghavendra,1044,2011.0,8.0,9.0,7.833333333,https://www.imdb.com/find/?q=Kanchana:Muni2
Deiva Thirumagal,Drama,8.1,A.L. Vijay,Vikram,44517,2011.0,9.0,9.0,8.7,https://www.imdb.com/find/?q=DeivaThirumagal
Vaanam,Action,7.2,Radha Krishna Jagarlamudi,T.R. Silambarasan,1307,2011.0,7.0,8.0,7.4,https://www.imdb.com/find/?q=Vaanam
Ko,Action,7.8,K.V. Anand,Jiiva,4759,2011.0,9.0,7.0,7.933333333,https://www.imdb.com/find/?q=Ko
Payanam,Action,7.3,Radha Mohan,Nagarjuna Akkineni,677,2011.0,6.0,8.0,7.1,https://www.imdb.com/find/?q=Payanam
Yutham Sei,Crime,8.0,Myshkin,Cheran,1678,2011.0,4.0,9.0,7.0,https://www.imdb.com/find/?q=YuthamSei
Aadukalam,Action,8.1,Vetrimaaran,Dhanush,4456,2011.0,8.0,9.0,8.366666667,https://www.imdb.com/find/?q=Aadukalam
Naduvula Konjam Pakkatha Kaanom,Comedy,8.2,Balaji Tharaneetharan,Vijay Sethupathi,4530,2012.0,7.0,8.0,7.733333333,https://www.imdb.com/find/?q=NaduvulaKonjamPakkathaKaanom
Thuppakki,Action,7.9,A.R. Murugadoss,Joseph Vijay,22577,2012.0,9.0,9.0,8.633333333,https://www.imdb.com/find/?q=Thuppakki
Pizza,Horror,8.0,Karthik Subbaraj,Vijay Sethupathi,6528,2012.0,2.0,8.0,6.0,https://www.imdb.com/find/?q=Pizza
Naan,Crime,7.5,Jeeva Shankar,Vijay Antony,1365,2012.0,3.0,7.0,5.833333333,https://www.imdb.com/find/?q=Naan
The Fly,Action,7.7,S.S. Rajamouli,J.V.V. Sathyanarayana,20590,2012.0,5.0,7.0,6.566666667,https://www.imdb.com/find/?q=TheFly
Kalakalappu,Comedy,6.9,Sundar C.,Vimal,1019,2012.0,7.0,8.0,7.3,https://www.imdb.com/find/?q=Kalakalappu
Vazhakku Enn 18/9,Crime,8.3,Balaji Sakthivel,Sri,1915,2012.0,5.0,9.0,7.433333333,https://www.imdb.com/find/?q=VazhakkuEnn18/9
Kumki,Drama,7.0,Prabu Solomon,Vikram Prabhu,1231,2012.0,8.0,9.0,8.0,https://www.imdb.com/find/?q=Kumki
Neethaane En Ponvasantham,Romance,6.5,Gautham Vasudev Menon,Jiiva,1500,2012.0,9.0,8.0,7.833333333,https://www.imdb.com/find/?q=NeethaaneEnPonvasantham
Thalaimuraigal,Drama,7.6,Balu Mahendra,Karthick,40034,2013.0,8.0,7.0,7.533333333,https://www.imdb.com/find/?q=Thalaimuraigal
Biriyani,Action,5.7,Venkat Prabhu,Karthi,1272,2013.0,7.0,8.0,6.9,https://www.imdb.com/find/?q=Biriyani
Ivan Veramaathiri,Action,6.0,M. Saravanan,Vikram Prabhu,290,2013.0,4.0,9.0,6.333333333,https://www.imdb.com/find/?q=IvanVeramaathiri
Kalyana Samayal Saadham,Comedy,7.1,R.S. Prasanna,Prasanna,117,2013.0,5.0,8.0,6.7,https://www.imdb.com/find/?q=KalyanaSamayalSaadham
Irandam Ulagam,Action,5.7,K. Selvaraghavan,Arya,1101,2013.0,8.0,8.0,7.233333333,https://www.imdb.com/find/?q=IrandamUlagam
Pandiya Naadu,Action,7.2,Suseenthiran,Vishal,1168,2013.0,9.0,8.0,8.066666667,https://www.imdb.com/find/?q=PandiyaNaadu
Arrambam,Action,7.0,Vishnuvardhan,Ajith Kumar,8415,2013.0,6.0,9.0,7.333333333,https://www.imdb.com/find/?q=Arrambam
Onaayum Aattukkuttiyum,Action,8.2,Myshkin,Myshkin,2181,2013.0,8.0,8.0,8.066666667,https://www.imdb.com/find/?q=OnaayumAattukkuttiyum
Raja Rani,Comedy,7.6,Atlee Kumar,Arya,4088,2013.0,9.0,9.0,8.533333333,https://www.imdb.com/find/?q=RajaRani
6 Candles,Thriller,7.0,V.Z. Dhorai,Sandra Amy,16247,2013.0,4.0,9.0,6.666666667,https://www.imdb.com/find/?q=6Candles
Moodar Koodam,Comedy,7.7,Naveen,Naveen,1081,2013.0,5.0,8.0,6.9,https://www.imdb.com/find/?q=MoodarKoodam
Varuthapadatha Valibar Sangam,Comedy,6.7,Ponram,Sivakarthikeyan,1352,2013.0,6.0,8.0,6.9,https://www.imdb.com/find/?q=VaruthapadathaValibarSangam
Thanga Meengal,Drama,7.9,Ram,Ram,791,2013.0,4.0,9.0,6.966666667,https://www.imdb.com/find/?q=ThangaMeengal
Aadhalal Kadhal Seiveer,Romance,7.2,Suseenthiran,Santhosh Ramesh,62323,2013.0,5.0,8.0,6.733333333,https://www.imdb.com/find/?q=AadhalalKadhalSeiveer
Maryan,Adventure,7.1,Ganapathy Bharat,Dhanush,2761,2013.0,6.0,9.0,7.366666667,https://www.imdb.com/find/?q=Maryan
Singam 2,Action,6.3,Hari,Suriya,5369,2013.0,8.0,9.0,7.766666667,https://www.imdb.com/find/?q=Singam2
Theeya Velai Seiyyanum Kumaru,Comedy,6.1,Sundar C.,Siddharth,1320,2013.0,7.0,8.0,7.033333333,https://www.imdb.com/find/?q=TheeyaVelaiSeiyyanumKumaru
Neram,Action,7.5,Alphonse Puthren,Nivin Pauly,4292,2013.0,5.0,8.0,6.833333333,https://www.imdb.com/find/?q=Neram
Soodhu Kavvum,Comedy,8.3,Nalan Kumarasamy,Vijay Sethupathi,8307,2013.0,6.0,9.0,7.766666667,https://www.imdb.com/find/?q=SoodhuKavvum
Ethir Neechal,Comedy,6.8,R.S. Durai Senthilkumar,Sivakarthikeyan,1747,2013.0,8.0,9.0,7.933333333,https://www.imdb.com/find/?q=EthirNeechal
Kedi Billa Killadi Ranga,Comedy,5.5,Pandiraj,Vimal,578,2013.0,7.0,7.0,6.5,https://www.imdb.com/find/?q=KediBillaKilladiRanga
Paradesi,Drama,8.0,Bala,Atharvaa Murali,1644,2013.0,8.0,8.0,8.0,https://www.imdb.com/find/?q=Paradesi
Kaakkaa Muttai,Comedy,8.4,M. Manikandan,Ramesh,5011,2014.0,9.0,7.0,8.133333333,https://www.imdb.com/find/?q=KaakkaaMuttai
Kayal,Romance,6.4,Prabu Solomon,Chandran,320,2014.0,8.0,8.0,7.466666667,https://www.imdb.com/find/?q=Kayal
Pisasu,Horror,7.6,Myshkin,Naga,1658,2014.0,7.0,9.0,7.866666667,https://www.imdb.com/find/?q=Pisasu
Lingaa,Action,5.6,K.S. Ravikumar,Rajinikanth,4807,2014.0,4.0,8.0,5.866666667,https://www.imdb.com/find/?q=Lingaa
Kaaviya Thalaivan,Drama,7.6,Vasanthabalan,Siddharth,1133,2014.0,5.0,7.0,6.533333333,https://www.imdb.com/find/?q=KaaviyaThalaivan
Kaththi,Action,7.9,A.R. Murugadoss,Joseph Vijay,16760,2014.0,8.0,7.0,7.633333333,https://www.imdb.com/find/?q=Kaththi
Jeeva,Drama,7.5,Suseenthiran,Vishnu Vishal,944,2014.0,9.0,9.0,8.5,https://www.imdb.com/find/?q=Jeeva
Madras,Action,8.0,Pa. Ranjith,Karthi,3102,2014.0,8.0,8.0,8.0,https://www.imdb.com/find/?q=Madras
Kathai Thiraikathai Vasanam Iyakkam,Drama,6.8,Parthiban,Thambi Ramaiah,586,2014.0,7.0,7.0,6.933333333,https://www.imdb.com/find/?q=KathaiThiraikathaiVasanamIyakkam
Jigarthanda,Action,8.3,Karthik Subbaraj,Siddharth,9578,2014.0,8.0,7.0,7.766666667,https://www.imdb.com/find/?q=Jigarthanda
Velaiilla Pattadhari,Action,7.8,Velraj,Dhanush,5039,2014.0,9.0,8.0,8.266666667,https://www.imdb.com/find/?q=VelaiillaPattadhari
Sathuranga Vettai,Crime,8.1,H. Vinoth,Nataraja Subramanian,2409,2014.0,8.0,9.0,8.366666667,https://www.imdb.com/find/?q=SathurangaVettai
Saivam,Drama,6.8,A.L. Vijay,Nassar,59767,2014.0,7.0,9.0,7.6,https://www.imdb.com/find/?q=Saivam
Mundaasupatti,Comedy,7.6,Ram Kumar,Vishnu Vishal,1118,2014.0,4.0,8.0,6.533333333,https://www.imdb.com/find/?q=Mundaasupatti
Kochadaiiyaan,Animation,6.3,Soundarya R. Ashwin,Rajinikanth,4692,2014.0,5.0,8.0,6.433333333,https://www.imdb.com/find/?q=Kochadaiiyaan
Vaayai Moodi Pesavum,Comedy,6.7,Balaji Mohan,Dulquer Salmaan,1448,2014.0,9.0,9.0,8.233333333,https://www.imdb.com/find/?q=VaayaiMoodiPesavum
Cuckoo,Drama,7.8,Raju Murugan,Dinesh,617,2014.0,8.0,7.0,7.6,https://www.imdb.com/find/?q=Cuckoo
Thegidi,Crime,7.8,P. Ramesh,Ashok Selvan,27868,2014.0,7.0,8.0,7.6,https://www.imdb.com/find/?q=Thegidi
Pannaiyarum Padminiyum,Comedy,7.8,S.U. Arun Kumar,Vijay Sethupathi,1375,2014.0,5.0,9.0,7.266666667,https://www.imdb.com/find/?q=PannaiyarumPadminiyum
Goli Soda,Action,7.7,Vijay Milton,Kishore Kumar G.,905,2014.0,8.0,7.0,7.566666667,https://www.imdb.com/find/?q=GoliSoda
Veeram,Action,6.5,Siva,Ajith Kumar,6655,2014.0,9.0,7.0,7.5,https://www.imdb.com/find/?q=Veeram
Rajini Murugan,Action,5.7,Ponram,Sivakarthikeyan,1322,2015.0,6.0,8.0,6.566666667,https://www.imdb.com/find/?q=RajiniMurugan
Visaaranai,Crime,8.5,Vetrimaaran,Dinesh,6219,2015.0,8.0,9.0,8.5,https://www.imdb.com/find/?q=Visaaranai
Pasanga 2,Drama,7.5,Pandiraj,Suriya,1031,2015.0,7.0,7.0,7.166666667,https://www.imdb.com/find/?q=Pasanga2
Thoongaavanam,Action,7.0,Rajesh M. Selva,Kamal Haasan,1819,2015.0,5.0,8.0,6.666666667,https://www.imdb.com/find/?q=Thoongaavanam
Naanum Rowdy Thaan,Action,7.3,Vignesh Shivan,Vijay Sethupathi,3354,2015.0,8.0,9.0,8.1,https://www.imdb.com/find/?q=NaanumRowdyThaan
Kuttram Kadithal,Drama,8.0,Bramma G.,Master Ajay,665,2015.0,4.0,8.0,6.666666667,https://www.imdb.com/find/?q=KuttramKadithal
Kirumi,Crime,7.0,Anu Charan,Anucharan,45686,2015.0,7.0,7.0,7.0,https://www.imdb.com/find/?q=Kirumi
Maya,Horror,7.6,Ashwin Saravanan,Nayanthara,1302,2015.0,9.0,8.0,8.2,https://www.imdb.com/find/?q=Maya
Thani Oruvan,Action,8.4,Mohan Raja,Jayam Ravi,15421,2015.0,6.0,8.0,7.466666667,https://www.imdb.com/find/?q=ThaniOruvan
Papanasam,Drama,8.4,Jeethu Joseph,Kamal Haasan,5295,2015.0,8.0,7.0,7.8,https://www.imdb.com/find/?q=Papanasam
Indru Netru Naalai,Comedy,8.0,R. Ravikumar,Vishnu Vishal,3339,2015.0,5.0,9.0,7.333333333,https://www.imdb.com/find/?q=IndruNetruNaalai
Demonte Colony,Horror,6.9,R. Ajay Gnanamuthu,Arulnithi,1725,2015.0,8.0,9.0,7.966666667,https://www.imdb.com/find/?q=DemonteColony
36 Vayadhinile,Drama,7.1,Roshan Andrews,Jyotika,647,2015.0,5.0,8.0,6.7,https://www.imdb.com/find/?q=36Vayadhinile
Uttama Villain,Comedy,7.2,Ramesh Aravind,Kamal Haasan,2561,2015.0,7.0,7.0,7.066666667,https://www.imdb.com/find/?q=UttamaVillain
Kanchana 2,Comedy,5.5,Lawrence Raghavendra,Lawrence Raghavendra,1261,2015.0,8.0,8.0,7.166666667,https://www.imdb.com/find/?q=Kanchana2
OK Kanmani,Romance,7.4,Mani Ratnam,Dulquer Salmaan,4611,2015.0,6.0,9.0,7.466666667,https://www.imdb.com/find/?q=OKKanmani
Rajathandhiram,Action,7.7,A.G. Amid,Veera Bahu,1154,2015.0,3.0,8.0,6.233333333,https://www.imdb.com/find/?q=Rajathandhiram
Enakkul Oruvan,Thriller,7.7,Prasad Ramar,Siddharth,1456,2015.0,2.0,7.0,5.566666667,https://www.imdb.com/find/?q=EnakkulOruvan
Press 1 for Tamil,Comedy,7.0,Ramprakash Rayappa,Nakhul,850,2015.0,4.0,8.0,6.333333333,https://www.imdb.com/find/?q=Press1forTamil
